Agency Name,City,State,Total_Expenditures_per_Pupil,Total_Current_Expenditures_per_Pupil,Instructional_Expenditures_per_Pupil
NEWMAN GROVE PUBLIC SCHOOLS,NEWMAN GROVE,NE,16461,14660,9110
NIOBRARA PUBLIC SCHOOLS,NIOBRARA,NE,52439,20384,12278
NORFOLK PUBLIC SCHOOLS,NORFOLK,NE,11758,10799,7139
NORRIS SCHOOL DIST 160,FIRTH,NE,10835,9906,6317
NORTH BEND CENTRAL PUBLIC SCHS,NORTH BEND,NE,18109,12746,8372
NORTH PLATTE PUBLIC SCHOOLS,NORTH PLATTE,NE,10860,9356,5823
NORTHWEST PUBLIC SCHOOLS,GRAND ISLAND,NE,12432,11425,6849
O'NEILL PUBLIC SCHOOLS,O'NEILL,NE,14506,14121,9770
OAKLAND CRAIG PUBLIC SCHOOLS,OAKLAND,NE,13830,12780,8809
OGALLALA PUBLIC SCHOOLS,OGALLALA,NE,19758,12071,7976
OMAHA PUBLIC SCHOOLS,OMAHA,NE,12489,11788,7640
ORD PUBLIC SCHOOLS,ORD,NE,13259,12387,7405
OSCEOLA PUBLIC SCHOOLS,OSCEOLA,NE,15576,14130,8913
OSMOND COMMUNITY SCHOOLS,OSMOND,NE,15319,14319,9213
OVERTON PUBLIC SCHOOLS,OVERTON,NE,12826,11534,7610
PALMER PUBLIC SCHOOLS,PALMER,NE,14749,11993,7787
PALMYRA DISTRICT O R 1,PALMYRA,NE,12923,11200,7555
PAPILLION LA VISTA COMMUNITY SCHOOLS,PAPILLION,NE,11651,9397,6611
PAWNEE CITY PUBLIC SCHOOLS,PAWNEE CITY,NE,16522,14603,10145
PAXTON CONSOLIDATED SCHOOLS,PAXTON,NE,18768,15316,10382
PENDER PUBLIC SCHOOLS,PENDER,NE,15862,14372,9330
PERKINS COUNTY SCHOOLS,GRANT,NE,29817,15309,10281
PIERCE PUBLIC SCHOOLS,PIERCE,NE,13492,11937,8094
PLAINVIEW PUBLIC SCHOOLS,PLAINVIEW,NE,15474,15036,9429
PLATTSMOUTH COMMUNITY SCHOOLS,PLATTSMOUTH,NE,11574,10616,7309
PLEASANTON PUBLIC SCHOOLS,PLEASANTON,NE,25917,11402,7636
PONCA PUBLIC SCHOOLS,PONCA,NE,13904,12178,8137
POTTER-DIX PUBLIC SCHOOLS,POTTER,NE,21563,18528,11670
RALSTON PUBLIC SCHOOLS,RALSTON,NE,11689,10994,7242
RANDOLPH PUBLIC SCHOOLS,RANDOLPH,NE,17395,15423,9855
RAVENNA PUBLIC SCHOOLS,RAVENNA,NE,15328,12943,8461
RAYMOND CENTRAL PUBLIC SCHOOLS,RAYMOND,NE,14692,13091,7873
RED CLOUD COMMUNITY SCHOOLS,RED CLOUD,NE,15969,15246,10242
RIVERSIDE PUBLIC SCHOOLS,SPALDING,NE,25345,17791,10698
ROCK COUNTY PUBLIC SCHOOLS,BASSETT,NE,16585,15802,10589
SANDHILLS PUBLIC SCHOOLS,DUNNING,NE,27078,20974,13130
SANTEE COMMUNITY SCHOOLS,NIOBRARA,NE,29389,26722,15106
SARGENT PUBLIC SCHOOLS,SARGENT,NE,16783,15156,10156
SCHUYLER COMMUNITY SCHOOLS,SCHUYLER,NE,11233,10600,7482
SCOTTSBLUFF PUBLIC SCHOOLS,SCOTTSBLUFF,NE,12288,10331,6697
SCRIBNER-SNYDER COMMUNITY SCHS,SCRIBNER,NE,19603,17515,10627
SEWARD PUBLIC SCHOOLS,SEWARD,NE,12409,11339,8027
SHELBY - RISING CITY PUBLIC SCHOOLS,SHELBY,NE,18770,14788,10043
SHELTON PUBLIC SCHOOLS,SHELTON,NE,27091,15538,9580
SHICKLEY PUBLIC SCHOOLS,SHICKLEY,NE,21385,19446,13034
SIDNEY PUBLIC SCHOOLS,SIDNEY,NE,12226,11175,7444
SILVER LAKE PUBLIC SCHOOLS,ROSELAND,NE,22255,19982,12609
SIOUX COUNTY PUBLIC SCHOOLS,HARRISON,NE,27980,26616,17990
SO SIOUX CITY COMMUNITY SCHS,SO SIOUX CITY,NE,12005,11584,7792
SOUTH CENTRAL NEBRASKA UNIFIED 5,FAIRFIELD,NE,17911,15442,9575
SOUTH PLATTE PUBLIC SCHOOLS,BIG SPRINGS,NE,22491,18916,13916
SOUTHERN SCHOOL DIST 1,WYMORE,NE,15379,14002,9331
SOUTHERN VALLEY SCHOOLS,OXFORD,NE,16199,15050,9797
SOUTHWEST PUBLIC SCHOOLS,BARTLEY,NE,18714,17170,10354
SPRINGFIELD PLATTEVIEW COMMUNITY SCHOOLS,SPRINGFIELD,NE,12573,11995,7609
ST EDWARD PUBLIC SCHOOLS,ST EDWARD,NE,17401,15238,10657
ST PAUL PUBLIC SCHOOLS,ST PAUL,NE,12368,11511,7612
STANTON COMMUNITY SCHOOLS,STANTON,NE,16002,12413,8161
STAPLETON PUBLIC SCHOOLS,STAPLETON,NE,16631,13537,8196
STERLING PUBLIC SCHOOLS,STERLING,NE,16870,14273,8838
STUART PUBLIC SCHOOLS,STUART,NE,17907,17257,11552
SUMNER-EDDYVILLE-MILLER SCHS,SUMNER,NE,19466,14196,9191
SUPERIOR PUBLIC SCHOOLS,SUPERIOR,NE,14488,13380,9563
SUTHERLAND PUBLIC SCHOOLS,SUTHERLAND,NE,16732,14035,8935
SUTTON PUBLIC SCHOOLS,SUTTON,NE,15078,13085,8555
SYRACUSE-DUNBAR-AVOCA SCHOOLS,SYRACUSE,NE,12498,11467,7757
TEKAMAH-HERMAN COMMUNITY SCHS,TEKAMAH,NE,13227,12262,8402
THAYER CENTRAL COMMUNITY SCHS,HEBRON,NE,15759,14646,9639
THEDFORD PUBLIC SCHOOLS,THEDFORD,NE,22333,19772,11193
TRI COUNTY PUBLIC SCHOOLS,DEWITT,NE,17646,16373,10438
TWIN RIVER PUBLIC SCHOOLS,GENOA,NE,17923,13383,7899
UMO N HO N NATION PUBLIC SCHS,MACY,NE,16902,15608,10249
VALENTINE COMMUNITY SCHOOLS,VALENTINE,NE,16517,14995,10923
WAHOO PUBLIC SCHOOLS,WAHOO,NE,11996,11143,8059
WAKEFIELD PUBLIC SCHOOLS,WAKEFIELD,NE,14347,13469,9227
WALLACE PUBLIC SCH DIST 65 R,WALLACE,NE,19944,16790,9959
WALTHILL PUBLIC SCHOOLS,WALTHILL,NE,15424,14918,9590
WAUNETA-PALISADE PUBLIC SCHS,WAUNETA,NE,17333,15718,9111
WAUSA PUBLIC SCHOOLS,WAUSA,NE,13960,12919,8587
WAVERLY SCHOOL DISTRICT 145,WAVERLY,NE,11473,9693,6219
WAYNE COMMUNITY SCHOOLS,WAYNE,NE,12471,11453,7564
WEEPING WATER PUBLIC SCHOOLS,WEEPING WATER,NE,37622,14053,9112
WEST BOYD SCHOOL DISTRICT,SPENCER,NE,15282,14946,9721
WEST HOLT PUBLIC SCHOOLS,ATKINSON,NE,15604,13831,9594
WEST POINT PUBLIC SCHOOLS,WEST POINT,NE,14587,12633,8903
WESTSIDE COMMUNITY SCHOOLS,OMAHA,NE,13100,12111,7436
WHEELER CENTRAL SCHOOLS,BARTLETT,NE,26674,25239,16141
WILBER-CLATONIA PUBLIC SCHOOLS,WILBER,NE,11893,10853,7303
WILCOX-HILDRETH PUBLIC SCHOOLS,WILCOX,NE,21476,19509,11274
WINNEBAGO PUBLIC SCHOOLS,WINNEBAGO,NE,27454,18689,13108
WINSIDE PUBLIC SCHOOLS,WINSIDE,NE,17596,16531,11333
WISNER-PILGER PUBLIC SCHOOLS,WISNER,NE,16234,13391,9408
WOOD RIVER RURAL SCHOOLS,WOOD RIVER,NE,13287,12531,8572
WYNOT PUBLIC SCHOOLS,WYNOT,NE,16272,14901,10056
YORK PUBLIC SCHOOLS,York,NE,13170,11512,7652
YUTAN PUBLIC SCHOOLS,YUTAN,NE,13055,11509,7665
ALBANY SCHOOL DISTRICT,Conway,NH,16719,2663,730
ALLENSTOWN SCHOOL DISTRICT,Pembroke,NH,17027,12179,7054
ALTON SCHOOL DISTRICT,Alton,NH,19636,10869,7123
AMHERST SCHOOL DISTRICT,Amherst,NH,19643,19128,11806
ANDOVER SCHOOL DISTRICT,ANDOVER,NH,14959,11577,6921
ASHLAND SCHOOL DISTRICT,Meredith,NH,18659,17581,10102
AUBURN SCHOOL DISTRICT,Hooksett,NH,13964,9206,5662
BARNSTEAD SCHOOL DISTRICT,Barnstead,NH,15523,10504,6191
BARRINGTON SCHOOL DISTRICT,Barrington,NH,14616,10059,5849
BARTLETT SCHOOL DISTRICT,Conway,NH,25151,17178,10072
BATH SCHOOL DISTRICT,N. Haverhill,NH,17554,10694,5306
BEDFORD SCHOOL DISTRICT,Bedford,NH,13200,12776,8235
BENTON SCHOOL DISTRICT,BENTON,NH,18000,3969,2188
BERLIN SCHOOL DISTRICT,BERLIN,NH,16978,16457,10920
BETHLEHEM SCHOOL DISTRICT,Littleton,NH,19000,18776,11250
BOW SCHOOL DISTRICT,Bow,NH,18937,18322,11854
BRENTWOOD SCHOOL DISTRICT,Exeter,NH,15138,14024,9087
BROOKLINE SCHOOL DISTRICT,Hollis,NH,15937,15325,9394
CAMPTON SCHOOL DISTRICT,Plymouth,NH,18872,17249,10971
CANDIA SCHOOL DISTRICT,Hooksett,NH,14437,10546,6198
CHATHAM SCHOOL DISTRICT,Angoon,NH,14938,2313,313
CHESTER SCHOOL DISTRICT,Deep River,NH,13152,8178,4834
CHESTERFIELD SCHOOL DISTRICT,Keene,NH,18025,12357,7251
CHICHESTER SCHOOL DISTRICT,Pembroke,NH,15837,11936,7090
CLAREMONT SCHOOL DISTRICT,Claremont,NH,21272,16716,10608
CLARKSVILLE SCHOOL DISTRICT,CLARKSVILLE,NH,18520,3440,360
COLEBROOK SCHOOL DISTRICT,Colebrook,NH,21592,20931,11910
COLUMBIA SCHOOL DISTRICT,Columbia,NH,16735,2060,0
CONCORD SCHOOL DISTRICT,CONCORD,NH,16143,14799,9343
CONTOOCOOK VALLEY SCHOOL DISTRICT,Peterborough,NH,19382,18529,11741
CONWAY SCHOOL DISTRICT,CONWAY,NH,23787,22569,14042
COOS COUNTY SCHOOL DISTRICT,W. Stewartstown,NH,3600,3600,0
CORNISH SCHOOL DISTRICT,Cornish,NH,20536,12777,6754
CROYDON SCHOOL DISTRICT,Croydon,NH,17333,9493,5783
DEERFIELD SCHOOL DISTRICT,Pembroke,NH,17733,12910,8687
DERRY SCHOOL DISTRICT,Derry,NH,14735,9975,5997
DOVER SCHOOL DISTRICT,DOVER,NH,13417,12449,8286
DRESDEN SCHOOL DISTRICT,Hanover,NH,24186,22289,14285
DUMMER SCHOOL DISTRICT,Gorham,NH,15848,4818,242
DUNBARTON SCHOOL DISTRICT,Bow,NH,14363,8662,4897
EAST KINGSTON SCHOOL DISTRICT,Exeter,NH,18725,18550,12128
EATON SCHOOL DISTRICT,Conway,NH,29429,3429,48
ELLSWORTH SCHOOL DISTRICT,Plymouth,NH,22889,2000,0
EPPING SCHOOL DISTRICT,Epping,NH,17221,16105,9449
EPSOM SCHOOL DISTRICT,Pembroke,NH,13795,10005,6245
ERROL SCHOOL DISTRICT,Gorham,NH,32571,31286,14286
EXETER REGION COOP SCHOOL DISTRICT,Exeter,NH,15546,14673,9495
EXETER SCHOOL DISTRICT,Exeter,NH,15263,15241,10222
FALL MOUNTAIN REGIONAL SCHOOL DISTRICT,Langdon,NH,18022,17016,10544
FARMINGTON SCHOOL DISTRICT,FARMINGTON,NH,17656,16548,9606
FRANKLIN SCHOOL DISTRICT,NORTH FRANKLIN,NH,11698,11303,6452
FREEDOM SCHOOL DISTRICT,Tamworth,NH,25323,14425,6150
FREMONT SCHOOL DISTRICT,Fremont,NH,16246,10288,5470
GILFORD SCHOOL DISTRICT,Gilford,NH,22007,21308,13637
GILMANTON SCHOOL DISTRICT,Gilmanton,NH,16329,11192,6444
GOFFSTOWN SCHOOL DISTRICT,Goffstown,NH,16974,16424,10669
GORHAM RANDOLPH SHELBURNE COOP SCHOOL DISTRICT,Gorham,NH,16772,16239,9278
GOVERNOR WENTWORTH REG SCHOOL DISTRICT,Wolfeboro Falls,NH,18904,17905,11800
GRANTHAM SCHOOL DISTRICT,Grantham,NH,17523,9607,5518
GREENLAND SCHOOL DISTRICT,GREENLAND,NH,14011,9583,6033
HAMPSTEAD SCHOOL DISTRICT,Plaistow,NH,17398,12747,8630
HAMPTON FALLS SCHOOL DISTRICT,Hampton,NH,20284,19735,13805
HAMPTON SCHOOL DISTRICT,HAMPTON,NH,16426,15895,9919
HANOVER SCHOOL DISTRICT,Hanover,NH,30439,19279,14157
HARRISVILLE SCHOOL DISTRICT,Keene,NH,29875,22611,10528
HART'S LOCATION SCHOOL DISTRICT,Conway,NH,26000,5000,0
HAVERHILL COOPERATIVE SCHOOL DISTRICT,N. Haverhill,NH,19975,19048,12127
HENNIKER SCHOOL DISTRICT,Henniker,NH,17442,17298,10265
HILL SCHOOL DISTRICT,Hill,NH,13382,8267,4069
HILLSBORO DEERING COOP SCHOOL DISTRICT,Hillsboro,NH,18965,18294,11447
HINSDALE SCHOOL DISTRICT,Hinsdale,NH,20473,19397,10295
HOLDERNESS SCHOOL DISTRICT,Plymouth,NH,27487,24603,14865
HOLLIS SCHOOL DISTRICT,Hollis,NH,16498,16068,9444
HOLLIS/BROOKLINE COOP SCHOOL DISTRICT,Hollis,NH,15772,14716,9299
HOOKSETT SCHOOL DISTRICT,Hooksett,NH,14065,9730,5878
HOPKINTON SCHOOL DISTRICT,Contoocook,NH,19923,19434,12172
HUDSON SCHOOL DISTRICT,Hudson,NH,12745,12341,7637
INTER-LAKES SCHOOL DISTRICT,Meredith,NH,20840,19831,11286
JACKSON SCHOOL DISTRICT,Conway,NH,26753,15000,6318
JAFFREY-RINDGE COOP SCHOOL DISTRICT,Jaffrey,NH,16660,15924,9599
JOHN STARK REGIONAL SCHOOL DISTRICT,Henniker,NH,18078,17457,11293
KEARSARGE REGIONAL SCHOOL DISTRICT,New London,NH,20001,19203,12247
KEENE SCHOOL DISTRICT,Keene,NH,22913,21636,12857
KENSINGTON SCHOOL DISTRICT,Exeter,NH,19448,19088,11680
LACONIA SCHOOL DISTRICT,Laconia,NH,16298,15614,10199
LAFAYETTE REGIONAL SCHOOL DISTRICT,Littleton,NH,23070,22737,11079
LANDAFF SCHOOL DISTRICT,Littleton,NH,12339,5357,2786
LEBANON SCHOOL DISTRICT,Lebanon,NH,25513,23260,15559
LINCOLN-WOODSTOCK SCHOOL DISTRICT,Lincoln,NH,20547,19456,11967
LISBON REGIONAL SCHOOL DISTRICT,Littleton,NH,20000,19668,12857
LITCHFIELD SCHOOL DISTRICT,Litchfield,NH,14264,13946,7795
LITTLETON SCHOOL DISTRICT,Littleton,NH,20604,19752,12407
LONDONDERRY SCHOOL DISTRICT,Londonderry,NH,15749,14893,9369
LYME SCHOOL DISTRICT,Lyme,NH,27717,13652,9098
MADISON SCHOOL DISTRICT,Madison,NH,18365,9625,4994
MANCHESTER SCHOOL DISTRICT,Manchester,NH,12155,11421,8017
MARLBOROUGH SCHOOL DISTRICT,MARLBOROUGH,NH,17390,11901,6871
MARLOW SCHOOL DISTRICT,Keene,NH,20598,11841,5963
MASCENIC REGIONAL SCHOOL DISTRICT,Greenville,NH,14551,13444,7590
MASCOMA VALLEY REG SCHOOL DISTRICT,Enfield,NH,21451,17439,11173
MASON SCHOOL DISTRICT,Mason,NH,16649,8909,4481
MERRIMACK SCHOOL DISTRICT,Merrimack,NH,16617,15591,10186
MERRIMACK VALLEY SCHOOL DISTRICT,Penacook,NH,14319,13833,8069
MILAN SCHOOL DISTRICT,Gorham,NH,17073,10350,5011
MILFORD SCHOOL DISTRICT,MILFORD,NH,14737,14333,8949
MILTON SCHOOL DISTRICT,Milton,NH,16486,15626,9685
MONADNOCK REGIONAL SCHOOL DISTRICT,Swanzey,NH,19070,17793,10665
MONROE SCHOOL DISTRICT,MONROE,NH,23798,15723,8319
MONT VERNON SCHOOL DISTRICT,Amherst,NH,16494,11808,5981
MOULTONBOROUGH SCHOOL DISTRICT,Moultonborough,NH,25837,25191,16240
NASHUA SCHOOL DISTRICT,Nashua,NH,13605,12486,7687
NELSON SCHOOL DISTRICT,Keene,NH,30456,21982,10035
NEW BOSTON SCHOOL DISTRICT,Goffstown,NH,13108,7163,4414
NEW CASTLE SCHOOL DISTRICT,Greenland,NH,23135,13416,9382
NEWFIELDS SCHOOL DISTRICT,Exeter,NH,16949,16735,10463
NEWFOUND AREA SCHOOL DISTRICT,Bristol,NH,18087,17184,9598
NEWINGTON SCHOOL DISTRICT,NEWINGTON,NH,25618,18118,9842
NEWMARKET SCHOOL DISTRICT,Newmarket,NH,15866,14870,9521
NEWPORT SCHOOL DISTRICT,NEWPORT,NH,20617,19774,11893
NORTH HAMPTON SCHOOL DISTRICT,Hampton,NH,19075,18418,11619
NORTHUMBERLAND SCHOOL DISTRICT,Groveton,NH,18362,17588,10667
NORTHWOOD SCHOOL DISTRICT,Northwood,NH,16733,9557,5680
NOTTINGHAM SCHOOL DISTRICT,Northwood,NH,14679,10302,5856
OYSTER RIVER COOP SCHOOL DISTRICT,Durham,NH,19044,18263,11386
PELHAM SCHOOL DISTRICT,Pelham,NH,17883,12205,7052
PEMBROKE SCHOOL DISTRICT,Pembroke,NH,21000,19576,12690
PEMI-BAKER REGIONAL SCHOOL DISTRICT,Plymouth,NH,19164,17888,10223
PIERMONT SCHOOL DISTRICT,N. Haverhill,NH,22786,17631,10679
PITTSBURG SCHOOL DISTRICT,Colebrook,NH,30624,29859,17024
PITTSFIELD SCHOOL DISTRICT,Pittsfield,NH,18207,17500,8997
PLAINFIELD SCHOOL DISTRICT,Plainfield,NH,19153,14823,9956
PLYMOUTH SCHOOL DISTRICT,TERRYVILLE,NH,18894,17768,11630
PORTSMOUTH SCHOOL DISTRICT,Portsmouth,NH,20452,20293,13031
PROFILE SCHOOL DISTRICT,Littleton,NH,23164,21080,13060
RAYMOND SCHOOL DISTRICT,Raymond,NH,15743,14159,9064
ROCHESTER SCHOOL DISTRICT,Rochester,NH,17427,13892,9278
ROLLINSFORD SCHOOL DISTRICT,Somersworth,NH,19669,14560,8451
RUMNEY SCHOOL DISTRICT,Plymouth,NH,23465,20500,11702
RYE SCHOOL DISTRICT,Greenland,NH,19290,14190,8725
SALEM SCHOOL DISTRICT,SALEM,NH,18524,15263,9940
SANBORN REGIONAL SCHOOL DISTRICT,Kingston,NH,19673,18227,10935
SEABROOK SCHOOL DISTRICT,Hampton,NH,17709,17214,11173
SHAKER REGIONAL SCHOOL DISTRICT,Belmont,NH,14952,14351,8580
SOMERSWORTH SCHOOL DISTRICT,Somersworth,NH,16230,15433,9489
SOUHEGAN COOPERATIVE SCHOOL DISTRICT,Amherst,NH,19895,19408,12250
SOUTH HAMPTON SCHOOL DISTRICT,Hampton,NH,21800,17776,11459
STARK SCHOOL DISTRICT,Groveton,NH,19553,12532,5660
STEWARTSTOWN SCHOOL DISTRICT,Colebrook,NH,19387,13640,6270
STODDARD SCHOOL DISTRICT,Henniker,NH,16867,9873,4827
STRAFFORD SCHOOL DISTRICT,Northwood,NH,15396,9813,6227
STRATFORD SCHOOL DISTRICT,STRATFORD,NH,21917,17146,8385
STRATHAM SCHOOL DISTRICT,Exeter,NH,16938,16495,10020
SULLIVAN SCHOOL DISTRICT,Keene,NH,16772,3342,0
SUNAPEE SCHOOL DISTRICT,Sunapee,NH,26973,26128,15618
SURRY SCHOOL DISTRICT,Surry,NH,12706,1193,0
TAMWORTH SCHOOL DISTRICT,Tamworth,NH,19046,14538,9325
THORNTON SCHOOL DISTRICT,Plymouth,NH,17968,17488,10963
TIMBERLANE REGIONAL SCHOOL DISTRICT,Plaistow,NH,16193,15583,10128
UNITY SCHOOL DISTRICT,Claremont,NH,32067,10176,5121
WAKEFIELD SCHOOL DISTRICT,Sanbornville,NH,14861,10331,6299
WARREN SCHOOL DISTRICT,WARREN,NH,24883,15777,8670
WASHINGTON SCHOOL DISTRICT,Hillsboro,NH,18167,7818,3561
WATERVILLE VALLEY SCHOOL DISTRICT,Plymouth,NH,30757,24216,11108
WEARE SCHOOL DISTRICT,Henniker,NH,13173,12376,7365
WENTWORTH SCHOOL DISTRICT,Plymouth,NH,19391,18406,9453
WESTMORELAND SCHOOL DISTRICT,Keene,NH,15863,10904,5580
WHITE MOUNTAIN REGIONAL SCHOOL DISTRICT,Whitefield,NH,17376,16886,9011
WILTON-LYNDEBORO SCHOOL DISTRICT,Lyndeborough,NH,24956,17507,10093
WINCHESTER SCHOOL DISTRICT,WINSTED,NH,17455,12583,7730
WINDHAM SCHOOL DISTRICT,WILLIMANTIC,NH,14321,13745,8401
WINDSOR SCHOOL DISTRICT,WINDSOR,NH,15458,1042,0
WINNACUNNET COOP SCHOOL DISTRICT,Hampton,NH,19597,17669,10981
WINNISQUAM REGIONAL SCHOOL DISTRICT,Tilton,NH,15515,14653,8168
ABSECON PUBLIC SCHOOLS DISTRICT,Absecon,NJ,22518,13914,9431
ACADEMY CHARTER HIGH SCHOOL,Lake Como,NJ,18964,18813,9250
ACADEMY FOR URBAN LEADERSHIP CHARTER SCHOOL,Perth Amboy,NJ,16130,13956,7653
ALEXANDRIA TOWNSHIP SCHOOL DISTRICT,Pittstown,NJ,22383,21274,12074
ALLAMUCHY TOWNSHIP SCHOOL DISTRICT,Allamuchy,NJ,24277,16081,7753
ALLENDALE PUBLIC SCHOOL DISTRICT,Allendale,NJ,18805,16346,9432
ALLOWAY TWP SCHOOL DISTRICT,ALLOWAY,NJ,23094,15679,9484
ALPHA BOROUGH SCHOOL DISTRICT,Alpha,NJ,25960,17737,11366
ALPINE ELEMENTARY SCHOOL DISTRICT,Alpine,NJ,47032,29994,17245
ANDOVER REGIONAL SCHOOL DISTRICT,Newton,NJ,28904,21179,11591
AREA VOCATIONAL TECHNICAL SCHOOLS OF MERCER COUNTY,Trenton,NJ,28060,21328,8834
ASBURY PARK SCHOOL DISTRICT,Asbury Park,NJ,42943,35408,16890
Atlantic Community Charter School,Galloway,NJ,18547,18413,9633
ATLANTIC COUNTY SPECIAL SERVICES SCHOOL DISTRICT,Mays Landing,NJ,82836,79917,30137
ATLANTIC COUNTY VOCATIONAL SCHOOL DISTRICT,Mays Landing,NJ,17334,15019,8418
ATLANTIC HIGHLANDS SCHOOL DISTRICT,Atlantic Highlands,NJ,18133,16835,11430
AUDUBON PUBLIC SCHOOL DISRICT,Audubon,NJ,17074,15417,9465
AVALON SCHOOL DISTRICT,AVALON,NJ,86640,66020,40000
AVON BORO SCHOOL DISTRICT,AVON,NJ,25333,17778,9843
BARNEGAT TOWNSHIP SCHOOL DISTRICT,Barnegat,NJ,17044,15649,9540
BARRINGTON SCHOOL DISTRICT,Barrington,NJ,23566,16086,10208
BASS RIVER TOWNSHIP BOARD OF EDUCATION,NEW GRETNA,NJ,22948,22452,14183
BAY HEAD BOROUGH SCHOOL DISTRICT,Bay Head,NJ,31946,18728,10973
BAYONNE SCHOOL DISTRICT,Bayonne,NJ,16792,15591,10273
BAYSHORE JOINTURE COMMISSION,TINTON FALLS,NJ,56107,56107,27375
BEACH HAVEN SCHOOL DISTRICT,Beach Haven,NJ,31049,31033,16328
BELLEVILLE PUBLIC SCHOOLS,Belleville,NJ,15994,13683,8317
BELLMAWR PUBLIC SCHOOL DISTRICT,Bellmawr,NJ,14859,13454,8502
BELMAR ELEMENTARY SCHOOL DISTRICT,Belmar,NJ,26203,17460,11456
BELOVED COMMUNITY CHARTER SCHOOL,Jersey City,NJ,13339,11395,7652
BELVIDERE SCHOOL DISTRICT,BELVIDERE,NJ,16914,16396,9932
BENJAMIN BANNEKER PREPARATORY CHARTER SCHOOL,Willingboro,NJ,16435,16150,8170
Bergen Arts and Science Charter School,ELMWOOD PARK,NJ,14929,14338,7606
BERGEN COUNTY SPECIAL SERVICES SCHOOL DISTRICT,Paramus,NJ,205459,134845,53741
BERGEN COUNTY VOCATIONAL TECHNICAL SCHOOL DISTRICT,Paramus,NJ,40253,34863,19859
BERGENFIELD BOROUGH SCHOOL DISTRICT,Bergenfield,NJ,20562,18243,11174
BERKELEY HEIGHTS SCHOOL DISTRICT,Berkeley Heights,NJ,19230,17921,11070
BERKELEY TOWNSHIP SCHOOL DISTRICT,Bayville,NJ,16255,15460,8585
BERLIN BOROUGH SCHOOL DISTRICT,Berlin,NJ,15270,13954,8855
BERLIN TOWNSHIP SCHOOL DISTRICT,West Berlin,NJ,25617,18202,11120
BERNARDS TOWNSHIP SCHOOL DISTRICT,Basking Ridge,NJ,17979,16218,10136
BETHLEHEM TOWNSHIP SCHOOL DISTRICT,Asbury,NJ,23724,22712,12185
BEVERLY CITY SCHOOL,Beverly,NJ,27912,17822,10532
BLACK HORSE PIKE REGIONAL SCHOOL DISTRICT,Blackwood,NJ,19532,15820,9049
BLAIRSTOWN ELEMENTARY TOWNSHIP SCHOOL DISTRICT,Blairstown,NJ,18066,16482,9651
BLOOMFIELD TOWNSHIP SCHOOL DISTRICT,Bloomfield,NJ,15642,14339,8584
BLOOMINGDALE SCHOOL DISTRICT,Bloomingdale,NJ,34822,20738,10434
BLOOMSBURY SCHOOL DISTRICT,Bloomsbury,NJ,27803,21525,14631
BOGOTA PUBLIC SCHOOL DISTRICT,Bogota,NJ,20094,16043,10151
BOONTON TOWN SCHOOL DISTRICT,Boonton,NJ,22417,20002,12116
BOONTON TOWNSHIP SCHOOL DISTRICT,Boonton Township,NJ,30350,19084,12157
BORDENTOWN REGIONAL SCHOOL DISTRICT,Bordentown,NJ,16949,15440,8154
BOUND BROOK SCHOOL DISTRICT,BOUND BROOK,NJ,17978,14228,8069
BRADLEY BEACH ELEMENTARY SCHOOL DISTRICT,Bradley Beach,NJ,26933,20085,12452
BRANCHBURG TOWNSHIP SCHOOL DISTRICT,Branchburg,NJ,29684,19303,11392
BRICK TOWNSHIP PUBLIC SCHOOL DISTRICT,Brick,NJ,17567,15968,9975
BRIDGETON CITY SCHOOL DISTRICT,Bridgeton,NJ,23148,17905,10623
BRIDGEWATER-RARITAN REGIONAL SCHOOL DISTRICT,Bridgewater,NJ,18595,17437,10772
BRIELLE BORO SCHOOL DISTRICT,BRIELLE,NJ,24964,15477,8871
Brigantine Public School District,Brigantine,NJ,29798,22376,13615
BROOKLAWN PUBLIC SCHOOL DISTRICT,Brooklawn,NJ,21265,15316,9717
BUENA REGIONAL SCHOOL DISTRICT,BUENA,NJ,22950,20017,12012
BURCH CHARTER SCHOOL OF EXCELLENCE,Irvington,NJ,15941,15922,7577
BURLINGTON CITY PUBLIC SCHOOL DISTRICT,Burlington,NJ,22805,20952,12217
BURLINGTON COUNTY INSTITUTE OF TECHNOLOGY,WESTAMPTON,NJ,20696,18970,9401
BURLINGTON COUNTY SPECIAL SERVICES SCHOOL DISTRICT,WESTAMPTON,NJ,86672,82894,32169
BURLINGTON TOWNSHIP BOARD OF EDUCATION,Burlington,NJ,17742,15584,8989
BUTLER PUBLIC SCHOOL DISTRICT,Butler,NJ,21016,18620,10390
BYRAM TOWNSHIP SCHOOL DISTRICT,Stanhope,NJ,18849,16804,10188
CALDWELL-WEST CALDWELL SCHOOL DISTRICT,WEST CALDWELL,NJ,18046,15876,9291
CALIFON BOROUGH SCHOOL DISTRICT,Califon,NJ,23101,21743,12569
CAMDEN COMMUNITY CHARTER SCHOOL,Camden,NJ,14683,14683,7219
CAMDEN COUNTY TECHNICAL SCHOOL DISTRICT,Sicklerville,NJ,21682,21244,12272
CAMDEN'S PROMISE CHARTER SCHOOL,Camden,NJ,21467,21135,10927
CAPE MAY CITY SCHOOL DISTRICT,Cape May,NJ,21570,20866,12837
CAPE MAY COUNTY SPECIAL SERVICES SCHOOL DISTRICT,Cape May Court House,NJ,74853,73279,27426
